epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,16411.6,0.23025,0.7996,1.35609,0.97059,0.9115,0.97188,0.48566,0.27748,0.83042,1.52969,3.0205e-05,3.0205e-05,3.0205e-05
143,16522,0.22432,0.83421,1.33811,0.95406,0.91892,0.9536,0.47095,0.27655,0.84024,1.52386,2.971e-05,2.971e-05,2.971e-05
144,16638.3,0.22655,0.8121,1.35488,0.95784,0.92035,0.96609,0.47972,0.27482,0.83334,1.52076,2.9215e-05,2.9215e-05,2.9215e-05
145,16757.8,0.23389,0.83093,1.3951,0.9603,0.92035,0.95815,0.47169,0.27854,0.84355,1.53343,2.872e-05,2.872e-05,2.872e-05
146,16879.9,0.23919,0.85947,1.38949,0.95061,0.92035,0.97133,0.48209,0.27952,0.82328,1.53355,2.8225e-05,2.8225e-05,2.8225e-05
147,16997.2,0.22319,0.80328,1.34147,0.94518,0.92035,0.9681,0.48597,0.27955,0.81909,1.53426,2.773e-05,2.773e-05,2.773e-05
148,17107.4,0.23224,0.77571,1.35333,0.94618,0.9115,0.97018,0.48348,0.28055,0.82982,1.53678,2.7235e-05,2.7235e-05,2.7235e-05
149,17217.4,0.23235,0.8221,1.3593,0.94233,0.9115,0.94992,0.46867,0.27976,0.84392,1.53595,2.674e-05,2.674e-05,2.674e-05
150,17331.9,0.23257,0.82341,1.36794,0.9368,0.91822,0.95614,0.47698,0.28003,0.84524,1.53708,2.6245e-05,2.6245e-05,2.6245e-05
151,17449.4,0.21847,0.78907,1.30726,0.95428,0.92362,0.96786,0.47539,0.27912,0.81287,1.53478,2.575e-05,2.575e-05,2.575e-05
152,17571.1,0.23723,0.82535,1.37731,0.94561,0.92311,0.9703,0.4753,0.28094,0.81739,1.53976,2.5255e-05,2.5255e-05,2.5255e-05
153,17690.9,0.23572,0.88529,1.38019,0.9535,0.9292,0.9653,0.47711,0.28241,0.83341,1.54592,2.476e-05,2.476e-05,2.476e-05
154,17804.1,0.22165,0.80547,1.32206,0.9462,0.93391,0.97118,0.48874,0.2823,0.82371,1.5398,2.4265e-05,2.4265e-05,2.4265e-05
155,17914.4,0.21944,0.7825,1.32303,0.96292,0.91924,0.97523,0.48656,0.2814,0.81977,1.54257,2.377e-05,2.377e-05,2.377e-05
156,18026.1,0.21959,0.796,1.30757,0.9462,0.93393,0.97064,0.48901,0.28419,0.82287,1.55359,2.3275e-05,2.3275e-05,2.3275e-05
157,18140.1,0.23714,0.83935,1.32822,0.9462,0.9339,0.96709,0.47983,0.28465,0.82803,1.55689,2.278e-05,2.278e-05,2.278e-05
158,18262.2,0.2268,0.81385,1.36972,0.92967,0.93805,0.97452,0.48098,0.28356,0.81472,1.55763,2.2285e-05,2.2285e-05,2.2285e-05
159,18384.3,0.21833,0.82814,1.3214,0.92136,0.93312,0.96446,0.47349,0.28115,0.82964,1.54311,2.179e-05,2.179e-05,2.179e-05
160,18497.7,0.23267,0.79542,1.34843,0.93691,0.92,0.94993,0.47394,0.28294,0.82636,1.55094,2.1295e-05,2.1295e-05,2.1295e-05
161,18610.4,0.22874,0.80829,1.35783,0.96226,0.90252,0.95605,0.47669,0.28319,0.82787,1.55907,2.08e-05,2.08e-05,2.08e-05
162,18720.7,0.24093,0.84394,1.37302,0.94555,0.9221,0.96353,0.47525,0.2824,0.82486,1.55318,2.0305e-05,2.0305e-05,2.0305e-05
163,18831,0.2443,0.8127,1.37156,0.94215,0.9292,0.95838,0.47133,0.28403,0.82446,1.54889,1.981e-05,1.981e-05,1.981e-05
164,18953.2,0.22252,0.80683,1.3297,0.95061,0.92035,0.96425,0.47596,0.28247,0.8269,1.54103,1.9315e-05,1.9315e-05,1.9315e-05
165,19075,0.23565,0.83628,1.36878,0.93575,0.9292,0.96436,0.48751,0.27989,0.81257,1.53304,1.882e-05,1.882e-05,1.882e-05
